,DOI,Publisher,Funders,Funder Id,RoRID (Funder),Author(s),Article Title,Journal Name,Online Publication Date,Print Publication Date,Last Audited On,Publicly Accessible On Publisher Site,License Type,License URL,Reuse License Start Date,Agency Portal URL,Type,Added,Updated,ORCID,Grant ID,Archived,Datasets,CHORUS Verified OA,Audit Source,Funder Source
58800,10.3847/1538-4357/ad22da,American Astronomical Society,NASA ∣ Goddard Space Flight Center;NASA ∣ Goddard Space Flight Center,10.13039/100006198;10.13039/100006198,https://ror.org/0171mag52;https://ror.org/0171mag52,Dunn Audrey;Peacock Sarah;Redfield Seth;Taylor Anna;Youngblood Allison,Correlating Intrinsic Stellar Parameters with Mg iiSelf-reversal Depths,The Astrophysical Journal,2024-03-19,2024-01-03,10/7/2024,19/3/2024,vor,http://creativecommons.org/licenses/by/4.0/,19/03/2024,,journal-article,17/4/2024,7/10/2024,,HST-GO-15190.006-A;HST-GO-16701.001,Yes,,Yes,CHORUS,Crossref
58801,10.1016/j.rse.2024.114099,Elsevier BV,Grantham Foundation for the Protection of the Environment;High Tide Foundation;NASA,10.13039/100008118;10.13039/100020045;10.13039/100000104,https://ror.org/04mm88136;https://ror.org/027ka1x80,Brandt Martin;Carter Griffin;Ciais Philippe;Dalagnol Ricardo;Favrichon Samuel;Hirye Mayumi C.M.;Ritz Alison L.;Roberts Sophia;Saatchi Sassan;Wagner Fabien H.,Sub-meter tree height mapping of California using aerial images and LiDAR-informed U-Net model,Remote Sensing of Environment,,2024-05-01,17/7/2025,,vor,http://creativecommons.org/licenses/by/4.0/,12/03/2024,,journal-article,17/4/2024,13/9/2024,,,Yes,,Unknown,,Crossref
58806,10.1038/s43247-024-01255-4,Springer Science and Business Media LLC,NASA;NSF,10.13039/100000104;10.13039/100000001,https://ror.org/027ka1x80;https://ror.org/021nxhr62,Banwell Alison F.;Dunmire Devon;Lenaerts Jan T. M.;Wever Nander,Antarctic-wide ice-shelf firn emulation reveals robust future firn air depletion signal for the Antarctic Peninsula,Communications Earth &amp; Environment,2024-02-24,,10/9/2024,24/2/2024,vor,https://creativecommons.org/licenses/by/4.0,24/02/2024,,journal-article,7/3/2024,7/8/2024,,#80NSSC19K1329;#2118285,Yes,,Yes,CHORUS,Crossref
58809,10.1002/vzj2.20316,Wiley,NASA,10.13039/100000104,https://ror.org/027ka1x80,Kocian Leah;Mohanty Binayak P.,Characterizing largescale preferential flow across Continental United States,Vadose Zone Journal,2024-02-24,2024-07-01,12/9/2024,24/2/2024,vor,http://creativecommons.org/licenses/by-nc-nd/4.0/,24/02/2024,,journal-article,7/3/2024,14/9/2024,,80NSSC20K1807;NN16AQ58G,Yes,,Yes,CHORUS,Crossref
58810,10.1021/acsomega.3c06252,American Chemical Society (ACS),Brookhaven National Laboratory;Division of Chemistry;NASA;National Institute of General Medical Sciences,10.13039/100006231;10.13039/100000165;10.13039/100000104;10.13039/100000057,https://ror.org/02ex6cf31;https://ror.org/01ar8dr59;https://ror.org/027ka1x80;https://ror.org/04q48ey07,Díaz Vélez Sebastián C.;Kisslinger Kim;Lavín Flores Alexis;Martínez Guadalupe Anna C.;Martínez-Ferrer Magaly;Medina-Berríos Nataniel;Morell Gerardo;Pantoja-Romero Wenndy;Torres Mulero Mariana T.;Weiner Brad R.,Synthesis and Characterization of Carbon-Based Quantum Dots and Doped Derivatives for Improved Andrographolides Hydrophilicity in Drug Delivery Platforms,ACS Omega,2024-06-03,,19/11/2024,6/3/2024,vor,https://creativecommons.org/licenses/by-nc-nd/4.0/,06/03/2024,https://www.osti.gov/pages/biblio/2320305; https://europepmc.org/article/MED/38524434,journal-article,11/3/2024,17/4/2024,,307656;308523;1626103;80NSSC22M0025;5R25GM061151-20,Yes,,Yes,GetFTR,Crossref
58811,10.3847/1538-4357/ad235a,American Astronomical Society,Agenzia Spaziale Italiana;NASA ∣ Marshall Space Flight Center,10.13039/501100003981;10.13039/100006197,https://ror.org/034zgem50;https://ror.org/02epydz83,Agudo Iván;Antonelli Lucio A.;Bachetti Matteo;Baldini Luca;Baumgartner Wayne H.;Bellazzini Ronaldo;Bianchi Stefano;Bobrikova Anna;Bongiorno Stephen D.;Bonino Raffaella;Brez Alessandro;Bucciantini Niccolò;Capitanio Fiamma;Castellano Simone;Cavazzuti Elisabetta;Chen Chien-Ting;Ciprini Stefano;Costa Enrico;De Rosa Alessandra;Del Monte Ettore;Di Gesu Laura;Di Lalla Niccolò;Di Marco Alessandro;Donnarumma Immacolata;Doroshenko Victor;Dovčiak Michal;Ehlert Steven R.;Enoto Teruaki;Evangelista Yuri;Fabiani Sergio;Ferrazzoli Riccardo;García Javier A.;Gnarini Andrea;Gunji Shuichi;Hayashida Kiyoshi;Heyl Jeremy;Iwakiri Wataru;Jorstad Svetlana G.;Kaaret Philip;Karas Vladimir;Kislat Fabian;Kitaguchi Takao;Kolodziejczak Jeffery J.;Krawczynski Henric;La Monaca Fabio;Latronico Luca;Liodakis Ioannis;Maldera Simone;Manfreda Alberto;Marin Frédéric;Marinucci Andrea;Marscher Alan P.;Marshall Herman L.;Massaro Francesco;Matt Giorgio;Mitsuishi Ikuyuki;Mizuno Tsunefumi;Muleri Fabio;Negro Michela;Ng Chi-Yung;Omodei Nicola;Oppedisano Chiara;O’Dell Stephen L.;Papitto Alessandro;Pavlov George G.;Peirson Abel L.;Perri Matteo;Pesce-Rollins Melissa;Petrucci Pierre-Olivier;Pilia Maura;Possenti Andrea;Poutanen Juri;Puccetti Simonetta;Ramsey Brian D.;Rankin John;Ratheesh Ajay;Roberts Oliver J.;Romani Roger W.;Saade M. Lynne;Sgrò Carmelo;Slane Patrick;Soffitta Paolo;Spandre Gloria;Swartz Douglas A.;Tamagawa Toru;Tavecchio Fabrizio;Taverna Roberto;Tawara Yuzuru;Tennant Allyn F.;Thomas Nicholas E.;Tombesi Francesco;Trois Alessio;Tsygankov Sergey S.;Turolla Roberto;Ursini Francesco;Veledina Alexandra;Vink Jacco;Weisskopf Martin C.;Wu Kinwah;Xie Fei;Zane Silvia,X-Ray Polarimetry of the Dipping Accreting Neutron Star 4U 162449,The Astrophysical Journal,2024-07-03,2024-01-03,15/5/2024,7/3/2024,vor,http://creativecommons.org/licenses/by/4.0/,07/03/2024,,journal-article,11/3/2024,14/9/2024,,ASI-OHBI-2017-12-I.0;NNM15AA18C,Yes,,Yes,CHORUS,Crossref
58812,10.3847/1538-4357/ad235c,American Astronomical Society,Danish National Research Foundation;EC ∣ Horizon Europe ∣ Excellent Science ∣ HORIZON EUROPE Research Infrastructures;NASA;National Radio Astronomy Observatory,10.13039/501100001732;10.13039/100018695;10.13039/100000104;10.13039/100015422,https://ror.org/00znyv691;https://ror.org/00k4n6c32;https://ror.org/027ka1x80;https://ror.org/04m24yn62,Bauer Franz E.;Brammer Gabriel;Ferrara Andrea;Fudamoto Yoshinobu;Fujimoto Seiji;Giménez-Arteaga Clara;González-López Jorge;Harikane Yuichi;Hatsukade Bunyo;Heintz Kasper E.;Inoue Akio K.;Isobe Yuki;Knudsen Kirsten;Koekemoer Anton M.;Kohno Kotaro;Kojima Takashi;Kokorev Vasily;Lagos Claudia del P.;Laura Sommovigo;Lee Minju M.;Magdis Georgios E.;Nakajima Kimihiko;Oguri Masamune;Ouchi Masami;Richard Johan;Schaerer Daniel;Shimasaku Kazuhiro;Strait Victoria B.;Sugahara Yuma;Sun Fengwu;Tamura Yoichi;Toft Sune;Umehata Hideki;Valentino Francesco;Walth Gregory;Watson Darach,JWST and ALMA Multiple-line Study in and around a Galaxy at z = 8.496: Optical to Far-Infrared Line Ratios and the Onset of an Outflow Promoting Ionizing Photon Escape,The Astrophysical Journal,2024-03-27,2024-01-04,15/5/2024,27/3/2024,vor,http://creativecommons.org/licenses/by/4.0/,27/03/2024,,journal-article,17/4/2024,20/9/2024,,140;847523;HST-HF2-51505.001-A;SOSPA7-022,Yes,,Yes,CHORUS,Crossref
58813,10.2514/1.j063586,American Institute of Aeronautics and Astronautics (AIAA),NASA,10.13039/100000104,https://ror.org/027ka1x80,Quammen R. Nicholaus;Rottmann Paul F.,Influence of Complex Geometries on Damage Tolerance of Porous Carbon Fiber Network,AIAA Journal,2024-03-23,2024-06-01,19/11/2024,,,,,,journal-article,17/4/2024,8/6/2024,,80NSSC20M0047,Yes,,No,GetFTR,Crossref
58815,10.3847/2041-8213/ad3100,American Astronomical Society,Canadian Government ∣ Natural Sciences and Engineering Research Council of Canada;NASA ∣ SMD ∣ Heliophysics Division;NASA ∣ SMD ∣ Heliophysics Division,10.13039/501100000038;10.13039/100020016;10.13039/100020016,https://ror.org/01h531d29;https://ror.org/03myraf72;https://ror.org/03myraf72,Castro-Tapia Matias;Cumming Andrew;Fuentes J. R.,A Short Intense Dynamo at the Onset of Crystallization in White Dwarfs,The Astrophysical Journal Letters,2024-03-19,2024-01-03,10/7/2024,19/3/2024,vor,http://creativecommons.org/licenses/by/4.0/,19/03/2024,,journal-article,17/4/2024,13/9/2024,,RGPIN-2023-03620;80NSSC19K0267;80NSSC20K0193,Yes,,Yes,CHORUS,Crossref
58817,10.1175/mwr-d-23-0055.1,American Meteorological Society,NASA;NSF;NSF;NSF;NSF;NSF;NSF;NSF,10.13039/100000104;10.13039/100000001;10.13039/100000001;10.13039/100000001;10.13039/100000001;10.13039/100000001;10.13039/100000001;10.13039/100000001,https://ror.org/027ka1x80;https://ror.org/021nxhr62;https://ror.org/021nxhr62;https://ror.org/021nxhr62;https://ror.org/021nxhr62;https://ror.org/021nxhr62;https://ror.org/021nxhr62;https://ror.org/021nxhr62,Colle Brian A.;Kollias Pavlos;Oue Mariko;Tomkins Laura M.;Yeh Phillip;Yuter Sandra E.,Microscale Updrafts within Northeast U.S. Coastal Snowstorms Using High-Resolution Cloud Radar Measurements,Monthly Weather Review,,2024-03-01,19/11/2024,1/3/2024,,http://www.ametsoc.org/PUBSReuseLicenses,01/03/2024,,journal-article,17/4/2024,,,80NSSC19K0354;AGS-1347491;AGS-1905736;AGS-1904809;AGS-1841215;AGS-1841215;2113070;2113070,Yes,,Yes,GetFTR,Crossref
58818,10.1029/2024ja032447,American Geophysical Union (AGU),Air Force Office of Scientific Research;NASA;NSF;Office of Naval Research,10.13039/100000181;10.13039/100000104;10.13039/100000001;10.13039/100000006,https://ror.org/011e9bt93;https://ror.org/027ka1x80;https://ror.org/021nxhr62;https://ror.org/00rk2pe57,Aa Ercha;Coster Anthea J.;Erickson Philip J.;Goncharenko Larisa P.;Rideout William;Vierinen Juha;Zhang Shun‐Rong,2D Total Electron Content and 3D Ionospheric Electron Density Variations During the 14 October 2023 Annular Solar Eclipse,Journal of Geophysical Research: Space Physics,2024-03-18,2024-03-01,12/11/2025,18/3/2024,vor,http://creativecommons.org/licenses/by/4.0/,18/03/2024,,journal-article,17/4/2024,13/9/2024,http://orcid.org/0000-0002-5228-4119,FA9559‐16‐1‐0364;80NSSC22K0171;80NSSC21K1310;80NSSC21K1775;80NSSC19K0834;80NSSC20K1785;80GSFC22CA011;AGS‐1952737;AGS‐2033787;AGS‐2149698;PHY‐2028125;NSFC41974184;N00014‐17‐1‐2186;N00014‐22‐1‐2284,Yes,,Yes,Unpaywall,Crossref
58819,10.1016/j.jastp.2024.106219,Elsevier BV,NASA;NSF,10.13039/100000104;10.13039/100000001,https://ror.org/027ka1x80;https://ror.org/021nxhr62,Huang Chaosong;Lin Dong;Wang Wenbin;Wu Qian;Zhang Yongliang,Penetrating electric field during the Nov 34 2021 geomagnetic storm,Journal of Atmospheric and Solar-Terrestrial Physics,,2024-04-01,17/7/2025,,vor,http://creativecommons.org/licenses/by-nc-nd/4.0/,21/03/2024,,journal-article,17/4/2024,6/8/2024,,NNX17AG69G;NNH22OB17A;80NSSC20K0354;80HQTR20T0016;80NSSC21K1673;80NSSC21K1677;80NSSC17K0013;80NSSC20K0356;80NSSC19K0080;80NSSC21K0008;80NSSC17K0679;80NSSC20K0601;80HQTR20T0015;80NAAC21K0014;80NSSC20K0199;AGS-2120511;AGS-2054356;80NAAC21K0014;80NSSC20K0199;80NSSC19K0080;80NSSC21K0008;80NSSC17K0679;80HQTR20T0015;80NSSC20K0356;80NSSC17K0013;80NSSC20K0354;80HQTR20T0016;80NSSC21K1673;80NSSC20K0601;80NSSC21K1677,Yes,,Unknown,,Crossref
58820,10.3847/psj/ad26e7,American Astronomical Society,NASA,10.13039/100000104,https://ror.org/027ka1x80,Benner Lance A. M.;Brozovic Marina;Chabot Nancy L.;Chesley Steven R.;Farnocchia Davide;Meyer Alex J.;Moskovitz Nicholas;Naidu Shantanu P.;Pravec Petr;Rivkin Andrew S.;Scheeres Daniel J.;Scheirich Peter;Thomas Cristina,Orbital and Physical Characterization of Asteroid Dimorphos Following the DART Impact,The Planetary Science Journal,2024-03-19,2024-01-03,10/7/2024,19/3/2024,vor,http://creativecommons.org/licenses/by/4.0/,19/03/2024,,journal-article,17/4/2024,14/9/2024,,80MSFC20D000,Yes,,Yes,CHORUS,Crossref
58823,10.3390/molecules29061324,MDPI AG,NASA,10.13039/100000104,https://ror.org/027ka1x80,Brewer Cynthia;Brewer Greg;Butcher Raymond J.;Zavalij Peter,Selective Generation of Aldimine and Ketimine Tautomers of the Schiff Base Condensates of Amino Acids with Imidazole Aldehydes or of Imidazole Methanamines with PyruvatesIsomeric Control with 2- vs. 4-Substituted Imidazoles,Molecules,2024-03-16,,18/9/2024,16/3/2024,vor,https://creativecommons.org/licenses/by/4.0/,16/03/2024,,journal-article,17/4/2024,7/8/2024,,NNX15AM13A,Yes,,Yes,CHORUS,Crossref
58824,10.5194/gmd-17-1443-2024,Copernicus GmbH,Earth Sciences Division,10.13039/100014573,https://ror.org/045s99b94,Aquila Valentina;Bian Huisheng;Buchard Virginie;Chin Mian;Colarco Peter R.;Collow Allison B.;Das Sampa;Govindaraju Ravi;Kim Dongchul;da Silva Arlindo M.,Benchmarking GOCART-2G in the Goddard Earth Observing System (GEOS),Geoscientific Model Development,2024-02-16,,,,vor,,,,journal-article,7/3/2024,14/9/2024,,MAP,Unknown,,Unknown,,Crossref
58825,10.1103/physrevd.109.043042,American Physical Society (APS),Association of Canadian Universities for Research in Astronomy;Canada Research Chairs;High Energy Physics;Massachusetts Institute of Technology;NASA;NSF;Natural Sciences and Engineering Research Council of Canada;Office of Science;Space Telescope Science Institute;USDOE,10.13039/100008481;10.13039/501100001804;10.13039/100006208;10.13039/100006919;10.13039/100000104;10.13039/100000001;10.13039/501100000038;10.13039/100006132;10.13039/100013757;10.13039/100000015,https://ror.org/04650gr34;https://ror.org/0517h6h17;https://ror.org/035m6g344;https://ror.org/042nb2s44;https://ror.org/027ka1x80;https://ror.org/021nxhr62;https://ror.org/01h531d29;https://ror.org/00mmn6b08;https://ror.org/036f5mx38;https://ror.org/01bj3aw27,Leung Calvin;Masui Kiyoshi Wesley;Schutz Katelin;Sewalls Harper;Sun Yitian,Looking in the axion mirror: An all-sky analysis of stimulated decay,Physical Review D,2024-02-23,,19/10/2025,23/2/2024,vor,https://creativecommons.org/licenses/by/4.0/,23/02/2024,,journal-article,7/3/2024,14/9/2024,http://orcid.org/0000-0002-4697-8384,HST-HF2-51536.001-A;NAS5-26555;2008031;2018490;DE-SC0012567,Yes,,Yes,GetFTR,Crossref
58826,10.1038/s41550-024-02206-x,Springer Science and Business Media LLC,NASA,10.13039/100000104,https://ror.org/027ka1x80,Allegrini F.;Bagenal F.;Bolton S. J.;Ebert R. W.;Fatemi S.;McComas D. J.;Pontoni A.;Saur J.;Smith H. T.;Strobel D. F.;Szalay J. R.;Vance S. D.;Vorburger A.;Wilson R. J.,Oxygen production from dissociation of Europas water-ice surface,Nature Astronomy,2024-04-03,,10/9/2024,4/3/2024,vor,https://creativecommons.org/licenses/by/4.0,04/03/2024,,journal-article,7/3/2024,14/9/2024,,80NSSC21K0823,Yes,,Yes,CHORUS,Crossref
58827,10.5194/essd-16-1301-2024,Copernicus GmbH,NASA;USDOE,10.13039/100000104;10.13039/100000015,https://ror.org/027ka1x80;https://ror.org/01bj3aw27,Bertrand Leah;Haynes John;Kay Jennifer E.;de Boer Gijs,A global gridded dataset for cloud vertical structure from combined CloudSat and CALIPSO observations,Earth System Science Data,2024-03-14,,,,vor,,,https://www.osti.gov/pages/biblio/2323935,journal-article,17/4/2024,13/9/2024,http://orcid.org/0009-0000-0160-7558;http://orcid.org/0000-0003-4652-7150,80NSSC20K0135;DE-SC0013306,Unknown,,Unknown,,Crossref
58830,10.1117/1.jatis.10.1.014006,SPIE-Intl Soc Optical Eng,NASA,10.13039/100000104,https://ror.org/027ka1x80,Bandler Simon R.;Barbera Marco;Bozzo Enrico;Drake Jeremy J.;Dunn William R.;Garraffo Cecilia;Gauron Thomas;Genolet Ludovic;Houston Janice;Kelley Richard L.;Kilbourne Caroline A.;Kraft Ralph P.;Leutenegger Maurice A.;Lo Cicero Ugo;McEntee Seán C.;Patnaude Daniel J.,Extending the high-resolution X-ray spectroscopy of Line Emission Mapper to UV/optically-bright sources,"Journal of Astronomical Telescopes, Instruments, and Systems",,2024-03-15,6/9/2024,,,,,,journal-article,17/4/2024,,,NAS8-03060,Yes,,No,CHORUS,Crossref
58831,10.1016/j.icarus.2024.116061,Elsevier BV,NASA,10.13039/100000104,https://ror.org/027ka1x80,Fenton L.K.;Hoover R.H.;Kaplan H.H.;Michaels T.I.;Primm K.M.;Stillman D.E.,Comprehensive observations and geostatistics of slope streaks within the Olympus Mons aureole,Icarus,,2024-06-01,17/7/2025,,vor,http://creativecommons.org/licenses/by/4.0/,20/03/2024,,journal-article,17/4/2024,6/8/2024,,80NSSC20K1412,Yes,,Unknown,,Crossref
58832,10.3389/frspt.2024.1376163,Frontiers Media SA,Science Mission Directorate,10.13039/100016465,https://ror.org/027ka1x80,Carver John A.;Dimapilis Dinah I.;Haveman Natasha J.;Koss Lawrence L.;Lockwood Emily;McDaniel Stuart F.;Richards Jeffrey T.;Senyk Emily;Spern Charles W.;Zhang Ye;Zupanska Agata K.,Designing payload and spaceflight operations for plants from extreme terrestrial environments,Frontiers in Space Technologies,2024-03-04,,,,vor,,,,journal-article,17/4/2024,13/9/2024,,,Unknown,,Unknown,,Crossref
58833,10.1103/physrevd.109.064029,American Physical Society (APS),California Institute of Technology;Jet Propulsion Laboratory;NASA,10.13039/100006961;10.13039/100006196;10.13039/100000104,https://ror.org/05dxps055;https://ror.org/027k65916;https://ror.org/027ka1x80,Turyshev Slava G.,Gravitational lensing for interstellar power transmission,Physical Review D,2024-12-03,,10/9/2024,,vor,,,,journal-article,17/4/2024,13/9/2024,,,Yes,,No,CHORUS,Crossref
58836,10.1029/2023ms003992,American Geophysical Union (AGU),NASA;Office of Communications and Outreach,10.13039/100000104;10.13039/100005247,https://ror.org/027ka1x80;https://ror.org/021adze67,Frankenberg Christian;Wang Yujie,Toward More Accurate Modeling of Canopy Radiative Transfer and Leaf Electron Transport in Land Surface Modeling,Journal of Advances in Modeling Earth Systems,2024-06-04,2024-04-01,12/11/2025,6/4/2024,vor,http://creativecommons.org/licenses/by/4.0/,06/04/2024,,journal-article,17/4/2024,8/6/2024,,80NSSC21K1712;80NSSC21K1075,Yes,,Yes,Unpaywall,Crossref
58837,10.3847/1538-4357/ad3101,American Astronomical Society,NASA,10.13039/100000104,https://ror.org/027ka1x80,Ergun Robert E.;Sega Daniel D.,Turbulent Magnetic Reconnection as an Acceleration Mechanism in Earths Magnetotail,The Astrophysical Journal,2024-04-15,2024-01-04,10/7/2024,15/4/2024,vor,http://creativecommons.org/licenses/by/4.0/,15/04/2024,,journal-article,17/4/2024,,,NNG04EB99C,Yes,,Yes,CHORUS,Crossref
58838,10.5194/amt-17-1891-2024,Copernicus GmbH,NASA;National Research Foundation of Korea,10.13039/100000104;10.13039/501100003725,https://ror.org/027ka1x80;https://ror.org/013aysd81,Bak Juseon;Chance Kelly;Gonzalez Abad Gonzalo;Kim Cheol-Hee;Liu Xiong;O'Sullivan Ewan;Yang Kai,An improved OMI ozone profile research product version 2.0 with collection 4 L1b data and algorithm updates,Atmospheric Measurement Techniques,2024-04-04,,,,vor,,,,journal-article,17/4/2024,14/9/2024,,NNX17AI82G;80NSSC21K0177;2020R1A6A1A03044834;2021R1A2C1004984,Unknown,,Unknown,,Crossref
58840,10.1093/mnras/stae355,Oxford University Press (OUP),MMS;NASA,10.13039/100011395;10.13039/100000104,https://ror.org/00xyb8f56;https://ror.org/027ka1x80,Bandyopadhyay Riddhi;Chasapis Alexandros;Matthaeus William H;Oughton Sean;Parashar Tulasi N;Pecora Francesco;Roytershteyn Vadim;Shay Michael A;Yang Yan,Effective viscosity resistivity and Reynolds number in weakly collisional plasma turbulence,Monthly Notices of the Royal Astronomical Society,2024-02-02,2024-02-15,18/9/2024,3/2/2024,vor,https://creativecommons.org/licenses/by/4.0/,03/02/2024,,journal-article,7/3/2024,14/9/2024,,80NSSC19K0565;PHYS-2108834;80NSSC21K0739;80NSSC21K1458;80NSSC20K0198,Yes,,Yes,CHORUS,Crossref
58842,10.3390/ijms25041980,MDPI AG,NASA,10.13039/100000104,https://ror.org/027ka1x80,Branscum Adam J.;Iwaniec Urszula T.;Keune Jessica A.;Menn Scott A.;Turner Russell T.;Wong Carmen P.,Bone Marrow Adipose Tissue Is Not Required for Reconstitution of the Immune System Following Irradiation in Male Mice,International Journal of Molecular Sciences,2024-06-02,,18/9/2024,6/2/2024,vor,https://creativecommons.org/licenses/by/4.0/,06/02/2024,,journal-article,7/3/2024,7/8/2024,,80NSSC19K0430,Yes,,Yes,CHORUS,Crossref
58843,10.1016/j.earscirev.2024.104731,Elsevier BV,Government of Spain Ministry of Science and Innovation;NASA,10.13039/100014440;10.13039/100000104,https://ror.org/05r0vyz12;https://ror.org/027ka1x80,Catalán Manuel;Martos Yasmina M.,The Drake Passage asthenospheric and oceanic gateway,Earth-Science Reviews,,2024-05-01,17/7/2025,,vor,http://creativecommons.org/licenses/by-nc-nd/4.0/,07/03/2024,,journal-article,11/3/2024,6/8/2024,,,Yes,,Unknown,,Crossref
